instant,dteday,season,year,month,hour,holiday,day_of_week,workingday,weather_condition,temp,atemp,humidity,wind_speed,casual,registered,total_count,day_category,humidity_category
5312,2011-08-14,Fall,2011,Aug,5,0,Sunday,0,Misty,0.64,0.5606,94.0,0.1642,1,9,10,weekend,Too Humid
5313,2011-08-14,Fall,2011,Aug,6,0,Sunday,0,Misty,0.64,0.5606,94.0,0.1045,2,4,6,weekend,Too Humid
5314,2011-08-14,Fall,2011,Aug,7,0,Sunday,0,Misty,0.66,0.5909,89.0,0.194,4,20,24,weekend,Too Humid
5315,2011-08-14,Fall,2011,Aug,8,0,Sunday,0,Misty,0.66,0.5909,89.0,0.2836,20,21,41,weekend,Too Humid
5316,2011-08-14,Fall,2011,Aug,9,0,Sunday,0,Light_Rain_Snow,0.66,0.5909,89.0,0.2836,27,76,103,weekend,Too Humid
5317,2011-08-14,Fall,2011,Aug,10,0,Sunday,0,Clear,0.7,0.6667,79.0,0.2239,67,116,183,weekend,Too Humid
5318,2011-08-14,Fall,2011,Aug,11,0,Sunday,0,Clear,0.7,0.6667,79.0,0.194,81,117,198,weekend,Too Humid
5319,2011-08-14,Fall,2011,Aug,12,0,Sunday,0,Misty,0.7,0.6667,79.0,0.2239,98,183,281,weekend,Too Humid
5320,2011-08-14,Fall,2011,Aug,13,0,Sunday,0,Clear,0.72,0.697,74.0,0.2537,144,233,377,weekend,Too Humid
5321,2011-08-14,Fall,2011,Aug,14,0,Sunday,0,Clear,0.74,0.697,70.0,0.194,126,244,370,weekend,Too Humid
5322,2011-08-14,Fall,2011,Aug,15,0,Sunday,0,Clear,0.74,0.697,66.0,0.194,128,203,331,weekend,Too Humid
5323,2011-08-14,Fall,2011,Aug,16,0,Sunday,0,Clear,0.74,0.697,66.0,0.1642,116,176,292,weekend,Too Humid
5324,2011-08-14,Fall,2011,Aug,17,0,Sunday,0,Clear,0.76,0.7121,62.0,0.1343,133,196,329,weekend,Ideal
5325,2011-08-14,Fall,2011,Aug,18,0,Sunday,0,Clear,0.74,0.697,66.0,0.1642,125,222,347,weekend,Too Humid
5326,2011-08-14,Fall,2011,Aug,19,0,Sunday,0,Clear,0.72,0.697,74.0,0.2239,75,184,259,weekend,Too Humid
5327,2011-08-14,Fall,2011,Aug,20,0,Sunday,0,Clear,0.7,0.6667,84.0,0.1642,67,126,193,weekend,Too Humid
5328,2011-08-14,Fall,2011,Aug,21,0,Sunday,0,Light_Rain_Snow,0.6,0.5455,88.0,0.4925,51,104,155,weekend,Too Humid
5329,2011-08-14,Fall,2011,Aug,22,0,Sunday,0,Light_Rain_Snow,0.6,0.5455,88.0,0.4925,14,25,39,weekend,Too Humid
5330,2011-08-14,Fall,2011,Aug,23,0,Sunday,0,Light_Rain_Snow,0.6,0.5606,83.0,0.0,5,22,27,weekend,Too Humid
5331,2011-08-15,Fall,2011,Aug,0,0,Monday,1,Light_Rain_Snow,0.6,0.5455,88.0,0.0896,7,18,25,weekday,Too Humid
5332,2011-08-15,Fall,2011,Aug,1,0,Monday,1,Misty,0.6,0.5455,88.0,0.1343,1,9,10,weekday,Too Humid
5333,2011-08-15,Fall,2011,Aug,2,0,Monday,1,Misty,0.6,0.5606,83.0,0.0,0,3,3,weekday,Too Humid
5334,2011-08-15,Fall,2011,Aug,3,0,Monday,1,Clear,0.6,0.5606,83.0,0.194,1,6,7,weekday,Too Humid
5335,2011-08-15,Fall,2011,Aug,4,0,Monday,1,Clear,0.6,0.5606,83.0,0.1343,1,4,5,weekday,Too Humid
5336,2011-08-15,Fall,2011,Aug,5,0,Monday,1,Misty,0.6,0.5455,88.0,0.194,3,14,17,weekday,Too Humid
5337,2011-08-15,Fall,2011,Aug,6,0,Monday,1,Clear,0.6,0.5455,88.0,0.2537,3,87,90,weekday,Too Humid
5338,2011-08-15,Fall,2011,Aug,7,0,Monday,1,Clear,0.6,0.5455,88.0,0.2537,10,248,258,weekday,Too Humid
5339,2011-08-15,Fall,2011,Aug,8,0,Monday,1,Clear,0.64,0.5909,78.0,0.3284,29,326,355,weekday,Too Humid
5340,2011-08-15,Fall,2011,Aug,9,0,Monday,1,Clear,0.64,0.5909,78.0,0.3284,52,170,222,weekday,Too Humid
5341,2011-08-15,Fall,2011,Aug,10,0,Monday,1,Clear,0.68,0.6364,69.0,0.2836,54,87,141,weekday,Too Humid
5342,2011-08-15,Fall,2011,Aug,11,0,Monday,1,Misty,0.72,0.6818,62.0,0.2537,41,112,153,weekday,Ideal
5343,2011-08-15,Fall,2011,Aug,12,0,Monday,1,Clear,0.74,0.6818,57.99999999999999,0.2836,62,116,178,weekday,Ideal
5344,2011-08-15,Fall,2011,Aug,13,0,Monday,1,Clear,0.78,0.7121,52.0,0.2836,53,140,193,weekday,Ideal
5345,2011-08-15,Fall,2011,Aug,14,0,Monday,1,Clear,0.74,0.6818,55.00000000000001,0.0896,56,95,151,weekday,Ideal
5346,2011-08-15,Fall,2011,Aug,15,0,Monday,1,Light_Rain_Snow,0.74,0.6818,55.00000000000001,0.2985,49,133,182,weekday,Ideal
5347,2011-08-15,Fall,2011,Aug,16,0,Monday,1,Clear,0.74,0.6818,55.00000000000001,0.3284,58,225,283,weekday,Ideal
5348,2011-08-15,Fall,2011,Aug,17,0,Monday,1,Clear,0.74,0.6667,51.0,0.2836,59,471,530,weekday,Ideal
5349,2011-08-15,Fall,2011,Aug,18,0,Monday,1,Clear,0.7,0.6515,65.0,0.194,70,413,483,weekday,Too Humid
5350,2011-08-15,Fall,2011,Aug,19,0,Monday,1,Clear,0.7,0.6515,65.0,0.0,54,343,397,weekday,Too Humid
5351,2011-08-15,Fall,2011,Aug,20,0,Monday,1,Clear,0.66,0.6212,74.0,0.1343,45,240,285,weekday,Too Humid
5352,2011-08-15,Fall,2011,Aug,21,0,Monday,1,Clear,0.66,0.6212,65.0,0.194,34,150,184,weekday,Too Humid
5353,2011-08-15,Fall,2011,Aug,22,0,Monday,1,Clear,0.66,0.6212,69.0,0.2537,22,76,98,weekday,Too Humid
5354,2011-08-15,Fall,2011,Aug,23,0,Monday,1,Clear,0.64,0.6061,69.0,0.2239,11,77,88,weekday,Too Humid
5355,2011-08-16,Fall,2011,Aug,0,0,Tuesday,1,Clear,0.64,0.6061,69.0,0.1045,8,23,31,weekday,Too Humid
5356,2011-08-16,Fall,2011,Aug,1,0,Tuesday,1,Clear,0.64,0.6061,69.0,0.1642,4,12,16,weekday,Too Humid
5357,2011-08-16,Fall,2011,Aug,2,0,Tuesday,1,Clear,0.62,0.5909,73.0,0.2239,1,3,4,weekday,Too Humid
5358,2011-08-16,Fall,2011,Aug,3,0,Tuesday,1,Clear,0.62,0.5909,73.0,0.2239,1,5,6,weekday,Too Humid
5359,2011-08-16,Fall,2011,Aug,4,0,Tuesday,1,Clear,0.64,0.6061,69.0,0.2985,0,5,5,weekday,Too Humid
5360,2011-08-16,Fall,2011,Aug,5,0,Tuesday,1,Clear,0.62,0.5909,73.0,0.2836,1,29,30,weekday,Too Humid
5361,2011-08-16,Fall,2011,Aug,6,0,Tuesday,1,Clear,0.62,0.5909,73.0,0.3284,4,115,119,weekday,Too Humid
5362,2011-08-16,Fall,2011,Aug,7,0,Tuesday,1,Clear,0.64,0.6061,69.0,0.2537,18,328,346,weekday,Too Humid
5363,2011-08-16,Fall,2011,Aug,8,0,Tuesday,1,Clear,0.7,0.6515,57.99999999999999,0.4478,24,417,441,weekday,Ideal
5364,2011-08-16,Fall,2011,Aug,9,0,Tuesday,1,Clear,0.68,0.6364,61.0,0.2836,27,171,198,weekday,Ideal
5365,2011-08-16,Fall,2011,Aug,10,0,Tuesday,1,Clear,0.7,0.6515,57.99999999999999,0.3881,28,83,111,weekday,Ideal
5366,2011-08-16,Fall,2011,Aug,11,0,Tuesday,1,Clear,0.74,0.6667,51.0,0.2239,40,110,150,weekday,Ideal
5367,2011-08-16,Fall,2011,Aug,12,0,Tuesday,1,Clear,0.76,0.6818,48.0,0.3284,42,120,162,weekday,Ideal
5368,2011-08-16,Fall,2011,Aug,13,0,Tuesday,1,Clear,0.76,0.6818,48.0,0.2985,45,147,192,weekday,Ideal
5369,2011-08-16,Fall,2011,Aug,14,0,Tuesday,1,Clear,0.76,0.6818,45.0,0.4179,65,117,182,weekday,Ideal
5370,2011-08-16,Fall,2011,Aug,15,0,Tuesday,1,Clear,0.8,0.7121,41.0,0.2985,36,123,159,weekday,Too Dry
5371,2011-08-16,Fall,2011,Aug,16,0,Tuesday,1,Clear,0.8,0.7121,41.0,0.2239,55,248,303,weekday,Too Dry
5372,2011-08-16,Fall,2011,Aug,17,0,Tuesday,1,Clear,0.76,0.6818,45.0,0.3284,75,525,600,weekday,Ideal
5373,2011-08-16,Fall,2011,Aug,18,0,Tuesday,1,Clear,0.76,0.6818,45.0,0.2239,54,516,570,weekday,Ideal
5374,2011-08-16,Fall,2011,Aug,19,0,Tuesday,1,Clear,0.74,0.6667,48.0,0.194,56,320,376,weekday,Ideal
5375,2011-08-16,Fall,2011,Aug,20,0,Tuesday,1,Clear,0.74,0.6667,51.0,0.0,48,232,280,weekday,Ideal
5376,2011-08-16,Fall,2011,Aug,21,0,Tuesday,1,Clear,0.72,0.6667,54.0,0.0,38,177,215,weekday,Ideal
5377,2011-08-16,Fall,2011,Aug,22,0,Tuesday,1,Clear,0.7,0.6515,61.0,0.0,31,121,152,weekday,Ideal
5378,2011-08-16,Fall,2011,Aug,23,0,Tuesday,1,Clear,0.66,0.6212,65.0,0.1343,20,57,77,weekday,Too Humid
5379,2011-08-17,Fall,2011,Aug,0,0,Wednesday,1,Clear,0.66,0.6212,69.0,0.0896,8,16,24,weekday,Too Humid
5380,2011-08-17,Fall,2011,Aug,1,0,Wednesday,1,Clear,0.64,0.6061,73.0,0.1642,2,12,14,weekday,Too Humid
5381,2011-08-17,Fall,2011,Aug,2,0,Wednesday,1,Clear,0.66,0.6212,69.0,0.0,0,6,6,weekday,Too Humid
5382,2011-08-17,Fall,2011,Aug,3,0,Wednesday,1,Clear,0.64,0.5909,78.0,0.0,1,4,5,weekday,Too Humid
5383,2011-08-17,Fall,2011,Aug,4,0,Wednesday,1,Clear,0.64,0.6061,73.0,0.0,0,5,5,weekday,Too Humid
5384,2011-08-17,Fall,2011,Aug,5,0,Wednesday,1,Clear,0.64,0.6061,73.0,0.0,0,28,28,weekday,Too Humid
5385,2011-08-17,Fall,2011,Aug,6,0,Wednesday,1,Clear,0.62,0.5909,78.0,0.0,4,101,105,weekday,Too Humid
5386,2011-08-17,Fall,2011,Aug,7,0,Wednesday,1,Clear,0.66,0.6212,65.0,0.0896,12,296,308,weekday,Too Humid
5387,2011-08-17,Fall,2011,Aug,8,0,Wednesday,1,Clear,0.7,0.6515,54.0,0.1642,35,452,487,weekday,Ideal
5388,2011-08-17,Fall,2011,Aug,9,0,Wednesday,1,Clear,0.74,0.6667,48.0,0.0896,31,178,209,weekday,Ideal
5389,2011-08-17,Fall,2011,Aug,10,0,Wednesday,1,Clear,0.76,0.6818,43.0,0.0896,27,91,118,weekday,Too Dry
5390,2011-08-17,Fall,2011,Aug,11,0,Wednesday,1,Clear,0.78,0.697,43.0,0.1045,20,108,128,weekday,Too Dry
5391,2011-08-17,Fall,2011,Aug,12,0,Wednesday,1,Clear,0.8,0.7273,43.0,0.2836,26,163,189,weekday,Too Dry
5392,2011-08-17,Fall,2011,Aug,13,0,Wednesday,1,Clear,0.8,0.7121,41.0,0.194,38,138,176,weekday,Too Dry
5393,2011-08-17,Fall,2011,Aug,14,0,Wednesday,1,Clear,0.82,0.7273,36.0,0.1642,54,138,192,weekday,Too Dry
5394,2011-08-17,Fall,2011,Aug,15,0,Wednesday,1,Clear,0.8,0.7273,43.0,0.1343,42,117,159,weekday,Too Dry
5395,2011-08-17,Fall,2011,Aug,16,0,Wednesday,1,Clear,0.82,0.7424,43.0,0.2239,62,238,300,weekday,Too Dry
5396,2011-08-17,Fall,2011,Aug,17,0,Wednesday,1,Clear,0.8,0.7424,49.0,0.2239,46,506,552,weekday,Ideal
5397,2011-08-17,Fall,2011,Aug,18,0,Wednesday,1,Clear,0.76,0.697,55.00000000000001,0.2537,86,470,556,weekday,Ideal
5398,2011-08-17,Fall,2011,Aug,19,0,Wednesday,1,Clear,0.76,0.697,55.00000000000001,0.2239,50,297,347,weekday,Ideal
5399,2011-08-17,Fall,2011,Aug,20,0,Wednesday,1,Clear,0.74,0.6818,57.99999999999999,0.2537,37,243,280,weekday,Ideal
5400,2011-08-17,Fall,2011,Aug,21,0,Wednesday,1,Clear,0.72,0.6818,62.0,0.2239,38,192,230,weekday,Ideal
5401,2011-08-17,Fall,2011,Aug,22,0,Wednesday,1,Clear,0.7,0.6515,65.0,0.194,29,142,171,weekday,Too Humid
5402,2011-08-17,Fall,2011,Aug,23,0,Wednesday,1,Clear,0.7,0.6515,65.0,0.2836,20,85,105,weekday,Too Humid
5403,2011-08-18,Fall,2011,Aug,0,0,Thursday,1,Clear,0.68,0.6364,65.0,0.1343,18,38,56,weekday,Too Humid
5404,2011-08-18,Fall,2011,Aug,1,0,Thursday,1,Misty,0.66,0.6212,65.0,0.1642,13,11,24,weekday,Too Humid
5405,2011-08-18,Fall,2011,Aug,2,0,Thursday,1,Clear,0.66,0.6212,65.0,0.2239,2,4,6,weekday,Too Humid
5406,2011-08-18,Fall,2011,Aug,3,0,Thursday,1,Clear,0.66,0.6212,69.0,0.2836,0,6,6,weekday,Too Humid
5407,2011-08-18,Fall,2011,Aug,4,0,Thursday,1,Clear,0.64,0.6061,73.0,0.2239,0,9,9,weekday,Too Humid
5408,2011-08-18,Fall,2011,Aug,5,0,Thursday,1,Clear,0.64,0.5909,78.0,0.2836,0,27,27,weekday,Too Humid
5409,2011-08-18,Fall,2011,Aug,6,0,Thursday,1,Misty,0.64,0.5909,78.0,0.2537,6,97,103,weekday,Too Humid
5410,2011-08-18,Fall,2011,Aug,7,0,Thursday,1,Clear,0.64,0.5909,78.0,0.2985,19,289,308,weekday,Too Humid
5411,2011-08-18,Fall,2011,Aug,8,0,Thursday,1,Clear,0.66,0.6212,74.0,0.2836,27,393,420,weekday,Too Humid
5412,2011-08-18,Fall,2011,Aug,9,0,Thursday,1,Clear,0.72,0.6818,66.0,0.2537,42,186,228,weekday,Too Humid
5413,2011-08-18,Fall,2011,Aug,10,0,Thursday,1,Clear,0.74,0.697,66.0,0.2537,37,92,129,weekday,Too Humid
5414,2011-08-18,Fall,2011,Aug,11,0,Thursday,1,Clear,0.76,0.7121,57.99999999999999,0.2537,44,97,141,weekday,Ideal
5415,2011-08-18,Fall,2011,Aug,12,0,Thursday,1,Clear,0.8,0.7424,52.0,0.2836,34,139,173,weekday,Ideal
5416,2011-08-18,Fall,2011,Aug,13,0,Thursday,1,Clear,0.8,0.7424,52.0,0.3582,33,154,187,weekday,Ideal
5417,2011-08-18,Fall,2011,Aug,14,0,Thursday,1,Clear,0.82,0.7576,46.0,0.3284,67,115,182,weekday,Ideal
5418,2011-08-18,Fall,2011,Aug,15,0,Thursday,1,Clear,0.8,0.7273,46.0,0.3582,56,118,174,weekday,Ideal
5419,2011-08-18,Fall,2011,Aug,16,0,Thursday,1,Clear,0.8,0.7273,46.0,0.3582,49,196,245,weekday,Ideal
5420,2011-08-18,Fall,2011,Aug,17,0,Thursday,1,Light_Rain_Snow,0.8,0.7273,46.0,0.2985,44,365,409,weekday,Ideal
5421,2011-08-18,Fall,2011,Aug,18,0,Thursday,1,Light_Rain_Snow,0.76,0.697,55.00000000000001,0.2537,48,226,274,weekday,Ideal
5422,2011-08-18,Fall,2011,Aug,19,0,Thursday,1,Clear,0.66,0.6061,83.0,0.1045,26,115,141,weekday,Too Humid
5423,2011-08-18,Fall,2011,Aug,20,0,Thursday,1,Clear,0.66,0.6061,83.0,0.1045,24,141,165,weekday,Too Humid
5424,2011-08-18,Fall,2011,Aug,21,0,Thursday,1,Misty,0.68,0.6364,79.0,0.0,12,137,149,weekday,Too Humid
5425,2011-08-18,Fall,2011,Aug,22,0,Thursday,1,Misty,0.7,0.6667,74.0,0.1045,18,117,135,weekday,Too Humid
5426,2011-08-18,Fall,2011,Aug,23,0,Thursday,1,Misty,0.7,0.6667,74.0,0.1343,20,94,114,weekday,Too Humid
5427,2011-08-19,Fall,2011,Aug,0,0,Friday,1,Light_Rain_Snow,0.68,0.6364,69.0,0.194,9,53,62,weekday,Too Humid
5428,2011-08-19,Fall,2011,Aug,1,0,Friday,1,Light_Rain_Snow,0.64,0.5758,89.0,0.0,1,19,20,weekday,Too Humid
5429,2011-08-19,Fall,2011,Aug,2,0,Friday,1,Light_Rain_Snow,0.64,0.5758,83.0,0.0,0,8,8,weekday,Too Humid
5430,2011-08-19,Fall,2011,Aug,3,0,Friday,1,Clear,0.64,0.5909,78.0,0.0,2,1,3,weekday,Too Humid
5431,2011-08-19,Fall,2011,Aug,4,0,Friday,1,Clear,0.64,0.5758,83.0,0.0,1,7,8,weekday,Too Humid
5432,2011-08-19,Fall,2011,Aug,5,0,Friday,1,Clear,0.64,0.5758,83.0,0.0,1,16,17,weekday,Too Humid
5433,2011-08-19,Fall,2011,Aug,6,0,Friday,1,Clear,0.64,0.5758,83.0,0.0,2,91,93,weekday,Too Humid
5434,2011-08-19,Fall,2011,Aug,7,0,Friday,1,Misty,0.66,0.6061,83.0,0.0896,12,251,263,weekday,Too Humid
5435,2011-08-19,Fall,2011,Aug,8,0,Friday,1,Misty,0.66,0.6061,83.0,0.0,30,368,398,weekday,Too Humid
5436,2011-08-19,Fall,2011,Aug,9,0,Friday,1,Clear,0.7,0.6515,65.0,0.1343,31,187,218,weekday,Too Humid
5437,2011-08-19,Fall,2011,Aug,10,0,Friday,1,Clear,0.72,0.6818,62.0,0.0896,57,108,165,weekday,Ideal
5438,2011-08-19,Fall,2011,Aug,11,0,Friday,1,Misty,0.72,0.6818,66.0,0.0896,45,120,165,weekday,Too Humid
5439,2011-08-19,Fall,2011,Aug,12,0,Friday,1,Misty,0.74,0.6818,62.0,0.0896,54,168,222,weekday,Ideal
5440,2011-08-19,Fall,2011,Aug,13,0,Friday,1,Misty,0.76,0.7121,62.0,0.194,63,169,232,weekday,Ideal
5441,2011-08-19,Fall,2011,Aug,14,0,Friday,1,Clear,0.78,0.7273,55.00000000000001,0.194,78,142,220,weekday,Ideal
5442,2011-08-19,Fall,2011,Aug,15,0,Friday,1,Clear,0.8,0.7424,49.0,0.1045,66,156,222,weekday,Ideal
5443,2011-08-19,Fall,2011,Aug,16,0,Friday,1,Clear,0.8,0.7424,49.0,0.0,66,261,327,weekday,Ideal
5444,2011-08-19,Fall,2011,Aug,17,0,Friday,1,Clear,0.76,0.7121,57.99999999999999,0.5224,85,442,527,weekday,Ideal
5445,2011-08-19,Fall,2011,Aug,18,0,Friday,1,Clear,0.76,0.7121,57.99999999999999,0.5224,88,337,425,weekday,Ideal
5446,2011-08-19,Fall,2011,Aug,19,0,Friday,1,Light_Rain_Snow,0.62,0.5909,73.0,0.4627,33,132,165,weekday,Too Humid
5447,2011-08-19,Fall,2011,Aug,20,0,Friday,1,Light_Rain_Snow,0.62,0.5758,83.0,0.2985,12,46,58,weekday,Too Humid
5448,2011-08-19,Fall,2011,Aug,21,0,Friday,1,Clear,0.62,0.5758,83.0,0.1343,18,89,107,weekday,Too Humid
5449,2011-08-19,Fall,2011,Aug,22,0,Friday,1,Clear,0.6,0.5455,88.0,0.1343,25,97,122,weekday,Too Humid
5450,2011-08-19,Fall,2011,Aug,23,0,Friday,1,Misty,0.6,0.5455,88.0,0.0896,18,88,106,weekday,Too Humid
5451,2011-08-20,Fall,2011,Aug,0,0,Saturday,0,Clear,0.6,0.5455,88.0,0.0,21,107,128,weekend,Too Humid
5452,2011-08-20,Fall,2011,Aug,1,0,Saturday,0,Clear,0.62,0.5758,83.0,0.0,12,35,47,weekend,Too Humid
5453,2011-08-20,Fall,2011,Aug,2,0,Saturday,0,Clear,0.62,0.5909,78.0,0.0,10,59,69,weekend,Too Humid
5454,2011-08-20,Fall,2011,Aug,3,0,Saturday,0,Clear,0.62,0.5909,78.0,0.0,9,42,51,weekend,Too Humid
5455,2011-08-20,Fall,2011,Aug,4,0,Saturday,0,Misty,0.6,0.5455,88.0,0.0,1,6,7,weekend,Too Humid
5456,2011-08-20,Fall,2011,Aug,5,0,Saturday,0,Clear,0.6,0.5606,83.0,0.0,0,8,8,weekend,Too Humid
5457,2011-08-20,Fall,2011,Aug,6,0,Saturday,0,Misty,0.6,0.5606,83.0,0.1343,6,18,24,weekend,Too Humid
5458,2011-08-20,Fall,2011,Aug,7,0,Saturday,0,Clear,0.62,0.5758,83.0,0.0,8,36,44,weekend,Too Humid
5459,2011-08-20,Fall,2011,Aug,8,0,Saturday,0,Clear,0.66,0.6212,69.0,0.0,27,106,133,weekend,Too Humid
5460,2011-08-20,Fall,2011,Aug,9,0,Saturday,0,Clear,0.7,0.6515,65.0,0.0,51,139,190,weekend,Too Humid
5461,2011-08-20,Fall,2011,Aug,10,0,Saturday,0,Clear,0.72,0.6818,62.0,0.1045,114,192,306,weekend,Ideal
5462,2011-08-20,Fall,2011,Aug,11,0,Saturday,0,Clear,0.72,0.6667,57.99999999999999,0.0,115,223,338,weekend,Ideal
5463,2011-08-20,Fall,2011,Aug,12,0,Saturday,0,Clear,0.74,0.6818,57.99999999999999,0.1343,156,253,409,weekend,Ideal
5464,2011-08-20,Fall,2011,Aug,13,0,Saturday,0,Clear,0.76,0.697,55.00000000000001,0.1343,158,220,378,weekend,Ideal
5465,2011-08-20,Fall,2011,Aug,14,0,Saturday,0,Clear,0.8,0.7424,49.0,0.194,147,228,375,weekend,Ideal
5466,2011-08-20,Fall,2011,Aug,15,0,Saturday,0,Clear,0.8,0.7273,43.0,0.194,175,215,390,weekend,Too Dry
5467,2011-08-20,Fall,2011,Aug,16,0,Saturday,0,Clear,0.8,0.7273,46.0,0.194,151,222,373,weekend,Ideal
5468,2011-08-20,Fall,2011,Aug,17,0,Saturday,0,Clear,0.8,0.7424,49.0,0.194,180,203,383,weekend,Ideal
5469,2011-08-20,Fall,2011,Aug,18,0,Saturday,0,Clear,0.76,0.7121,57.99999999999999,0.2537,169,225,394,weekend,Ideal
5470,2011-08-20,Fall,2011,Aug,19,0,Saturday,0,Clear,0.74,0.6818,62.0,0.194,109,182,291,weekend,Ideal
5471,2011-08-20,Fall,2011,Aug,20,0,Saturday,0,Clear,0.74,0.6818,62.0,0.2239,78,170,248,weekend,Ideal
5472,2011-08-20,Fall,2011,Aug,21,0,Saturday,0,Clear,0.72,0.6818,70.0,0.2239,81,144,225,weekend,Too Humid
5473,2011-08-20,Fall,2011,Aug,22,0,Saturday,0,Misty,0.7,0.6667,74.0,0.194,77,146,223,weekend,Too Humid
5474,2011-08-20,Fall,2011,Aug,23,0,Saturday,0,Clear,0.7,0.6667,74.0,0.1343,59,98,157,weekend,Too Humid
5475,2011-08-21,Fall,2011,Aug,0,0,Sunday,0,Clear,0.7,0.6667,74.0,0.194,6,68,74,weekend,Too Humid
5476,2011-08-21,Fall,2011,Aug,1,0,Sunday,0,Clear,0.68,0.6364,79.0,0.2239,17,69,86,weekend,Too Humid
5477,2011-08-21,Fall,2011,Aug,2,0,Sunday,0,Clear,0.68,0.6364,79.0,0.194,13,51,64,weekend,Too Humid
5478,2011-08-21,Fall,2011,Aug,3,0,Sunday,0,Clear,0.66,0.6061,83.0,0.2239,25,26,51,weekend,Too Humid
5479,2011-08-21,Fall,2011,Aug,4,0,Sunday,0,Clear,0.68,0.6364,83.0,0.2239,1,5,6,weekend,Too Humid
5480,2011-08-21,Fall,2011,Aug,5,0,Sunday,0,Clear,0.66,0.5909,89.0,0.2985,0,8,8,weekend,Too Humid
5481,2011-08-21,Fall,2011,Aug,6,0,Sunday,0,Clear,0.66,0.5909,89.0,0.2836,4,10,14,weekend,Too Humid
5482,2011-08-21,Fall,2011,Aug,7,0,Sunday,0,Clear,0.68,0.6364,83.0,0.2985,12,19,31,weekend,Too Humid
5483,2011-08-21,Fall,2011,Aug,8,0,Sunday,0,Clear,0.7,0.6667,79.0,0.2239,30,62,92,weekend,Too Humid
5484,2011-08-21,Fall,2011,Aug,9,0,Sunday,0,Clear,0.72,0.697,74.0,0.2239,80,151,231,weekend,Too Humid
5485,2011-08-21,Fall,2011,Aug,10,0,Sunday,0,Clear,0.74,0.7121,74.0,0.2537,97,177,274,weekend,Too Humid
5486,2011-08-21,Fall,2011,Aug,11,0,Sunday,0,Clear,0.8,0.7879,63.0,0.2836,132,181,313,weekend,Ideal
5487,2011-08-21,Fall,2011,Aug,12,0,Sunday,0,Clear,0.82,0.803,59.0,0.2836,135,239,374,weekend,Ideal
5488,2011-08-21,Fall,2011,Aug,13,0,Sunday,0,Clear,0.8,0.7727,59.0,0.4179,94,216,310,weekend,Ideal
5489,2011-08-21,Fall,2011,Aug,14,0,Sunday,0,Light_Rain_Snow,0.7,0.6667,79.0,0.3881,78,157,235,weekend,Too Humid
5490,2011-08-21,Fall,2011,Aug,15,0,Sunday,0,Clear,0.7,0.6667,84.0,0.2836,17,51,68,weekend,Too Humid
5491,2011-08-21,Fall,2011,Aug,16,0,Sunday,0,Clear,0.72,0.697,79.0,0.1642,97,161,258,weekend,Too Humid
5492,2011-08-21,Fall,2011,Aug,17,0,Sunday,0,Clear,0.72,0.697,79.0,0.1343,91,179,270,weekend,Too Humid
5493,2011-08-21,Fall,2011,Aug,18,0,Sunday,0,Clear,0.72,0.697,79.0,0.2537,96,215,311,weekend,Too Humid
5494,2011-08-21,Fall,2011,Aug,19,0,Sunday,0,Clear,0.72,0.6818,70.0,0.2537,81,201,282,weekend,Too Humid
5495,2011-08-21,Fall,2011,Aug,20,0,Sunday,0,Clear,0.7,0.6667,79.0,0.2537,41,140,181,weekend,Too Humid
5496,2011-08-21,Fall,2011,Aug,21,0,Sunday,0,Clear,0.7,0.6667,79.0,0.2537,45,93,138,weekend,Too Humid
5497,2011-08-21,Fall,2011,Aug,22,0,Sunday,0,Misty,0.7,0.6667,79.0,0.194,37,97,134,weekend,Too Humid
5498,2011-08-21,Fall,2011,Aug,23,0,Sunday,0,Clear,0.7,0.6667,74.0,0.1642,20,48,68,weekend,Too Humid
5499,2011-08-22,Fall,2011,Aug,0,0,Monday,1,Clear,0.68,0.6364,79.0,0.1642,18,22,40,weekday,Too Humid
5500,2011-08-22,Fall,2011,Aug,1,0,Monday,1,Clear,0.68,0.6364,79.0,0.0896,8,13,21,weekday,Too Humid
5501,2011-08-22,Fall,2011,Aug,2,0,Monday,1,Misty,0.7,0.6515,65.0,0.1045,2,6,8,weekday,Too Humid
5502,2011-08-22,Fall,2011,Aug,3,0,Monday,1,Light_Rain_Snow,0.7,0.6515,65.0,0.1343,0,5,5,weekday,Too Humid
5503,2011-08-22,Fall,2011,Aug,4,0,Monday,1,Clear,0.68,0.6364,65.0,0.194,2,10,12,weekday,Too Humid
5504,2011-08-22,Fall,2011,Aug,5,0,Monday,1,Clear,0.66,0.6212,65.0,0.3582,1,23,24,weekday,Too Humid
5505,2011-08-22,Fall,2011,Aug,6,0,Monday,1,Clear,0.66,0.6212,61.0,0.2985,6,106,112,weekday,Ideal
5506,2011-08-22,Fall,2011,Aug,7,0,Monday,1,Clear,0.66,0.6212,61.0,0.3284,11,270,281,weekday,Ideal
5507,2011-08-22,Fall,2011,Aug,8,0,Monday,1,Clear,0.66,0.6212,61.0,0.3284,20,331,351,weekday,Ideal
5508,2011-08-22,Fall,2011,Aug,9,0,Monday,1,Clear,0.68,0.6364,54.0,0.2537,36,151,187,weekday,Ideal
5509,2011-08-22,Fall,2011,Aug,10,0,Monday,1,Clear,0.7,0.6515,48.0,0.2836,36,85,121,weekday,Ideal
